SampleID	X	Y	Size	Estimation.Type	fore_Green	back_Green	fore_Red	back_Red	Signal.to.Noise	Pvalue	FDR	Out.Index	Other.Spots	Cells
1772-062-248_A01	259	367	31	Fluorescence-based	48.39921	17.17328	219.07155	17.29096	3.58876998	6.16E-07	3.99E-06	confidence	0	1
1772-062-248_A02	256	334	49	Chip.Pattern-based	18.2753117	16.75678805	19.34483579	17.86312268	0.118383548	0.999999998	1	confidence	0	0
1772-062-248_A03	262	368	19	Fluorescence-based	26.18448	16.96603	86.50398	17.00592	2.28087703	7.13E-05	1.69E-04	confidence	X = 30, Y = 204 (Green) | X = 262, Y = 368 (Red)	1
1772-062-248_A04	261	369	152	Fluorescence-based	45.746	16.83239	18.41931	18.04464	1.39034246	5.16E-27	9.60E-25	confidence	0	1
1772-062-248_A05	261	335	141	Fluorescence-based	32.56343609	17.04534744	47.98146317	18.00398509	1.365933891	3.32711E-25	3.53624E-23	confidence	0	0
1772-062-248_A06	258	367	43	Fluorescence-based	33.96903	17.12875	84.36209	17.73959	2.18750593	5.75E-09	8.60E-08	confidence	0	1
1772-062-248_A07	259	336	59	Fluorescence-based	23.99687	16.76427	104.27848	17.49655	2.5088823	1.21E-11	3.48E-10	confidence	0	1
1772-062-248_A08	261	370	49	Chip.Pattern-based	16.96014523	16.48601098	18.543643	17.2985128	0.094973016	0.999999999	1	confidence	0	0
1772-062-248_A09	258	335	51	Fluorescence-based	35.1490069	17.03836126	151.853158	17.68783186	3.031975255	2.63506E-10	5.44579E-09	confidence	0	0
1772-062-248_A10	257	336	49	Chip.Pattern-based	17.73740475	16.76694308	17.96013718	17.64355195	0.076725667	0.999999996	1	confidence	0	0
1772-062-248_A11	256	365	21	Fluorescence-based	27.57297	16.79935	77.52854	17.48489	2.08687071	3.19E-05	8.73E-05	confidence	0	1
1772-062-248_A12	259	336	72	Fluorescence-based	59.33639	17.15235	82.80962	17.67773	2.16579672	8.39E-14	2.84E-12	confidence	0	1
1772-062-248_B01	256	368	81	Fluorescence-based	36.51921	16.84559	95.26674	17.46956	2.38188778	2.71E-15	1.55E-13	confidence	0	1
1772-062-248_B02	256	336	78	Fluorescence-based	136.0652796	16.94635421	247.6531346	17.84359692	3.721988337	8.53218E-15	3.34319E-13	confidence	0	0
1772-062-248_B03	257	368	31	Fluorescence-based	156.19838	16.49284	365.97825	17.643	4.29898824	6.16E-07	3.99E-06	confidence	0	1
1772-062-248_B04	256	368	22	Fluorescence-based	24.45883446	17.42812799	32.8975861	18.06719657	0.830089799	4.14929E-05	0.000112667	confidence	0	0
1772-062-248_B05	259	334	43	Fluorescence-based	83.26818157	17.57444172	258.2366053	18.16504919	3.757719841	5.78001E-09	8.60065E-08	confidence	0	0
1772-062-248_B06	260	368	49	Chip.Pattern-based	18.61252963	17.33061568	18.38172704	17.79752996	0.097520384	0.999999998	1	confidence	0	0
1772-062-248_B07	274	336	49	Chip.Pattern-based	18.59336689	16.77800039	18.41181782	17.65147529	0.140272265	0.999999973	1	confidence	X = 353, Y = 271 (Green) | X = 479, Y = 19 (Red)	0
1772-062-248_B08	255	369	56	Fluorescence-based	55.27385	16.86962	95.34973	17.8404	2.35445115	3.84E-11	8.67E-10	confidence	0	1
1772-062-248_B09	254	338	49	Chip.Pattern-based	18.85657558	16.95388655	17.91938287	18.04717213	0.145320657	0.999999999	1	confidence	0	0
1772-062-248_B10	258	333	31	Fluorescence-based	140.4042763	17.29144875	234.2784399	17.81999494	3.644030977	6.15049E-07	3.98845E-06	confidence	0	0
1772-062-248_B11	257	365	42	Fluorescence-based	26.55739	16.89131	82.80821	17.73004	2.16173782	8.45E-09	1.16E-07	confidence	0	1
1772-062-248_B12	258	333	45	Fluorescence-based	44.89074	17.21947	119.32029	17.73083	2.68339297	2.66E-09	4.30E-08	confidence	0	1
1772-062-248_C01	257	367	33	Fluorescence-based	125.39179	16.88908	256.18453	17.67154	3.78389114	2.82E-07	2.23E-06	confidence	0	1
1772-062-248_C02	258	336	49	Chip.Pattern-based	18.74308874	16.99205727	18.73724405	17.81922705	0.133987553	0.999999974	1	confidence	X = 394, Y = 210 (Green) | X = 480, Y = 44 (Red)	0
1772-062-248_C03	256	365	49	Fluorescence-based	22.24359	16.47323	35.75975	17.65515	0.97855334	1.05E-05	3.79E-05	confidence	0	1
1772-062-248_C04	257	366	147	Fluorescence-based	31.08054	16.9589	103.09563	17.45471	2.49584853	3.58E-26	5.32E-24	confidence	0	1
1772-062-248_C05	256	338	25	Fluorescence-based	27.49053	16.90286	27.87306	17.98114	0.67029239	2.02E-02	3.06E-02	confidence	0	1
1772-062-248_C06	256	365	14	Fluorescence-based	207.32057	16.87694	429.7801	17.61421	4.53247571	6.10E-05	1.50E-04	confidence	0	1
1772-062-248_C07	256	338	185	Fluorescence-based	36.41641	16.90544	36.15316	17.83573	1.06327279	2.95E-32	1.10E-29	confidence	0	1
1772-062-248_C08	256	365	49	Chip.Pattern-based	18.55532781	16.84354128	18.45408369	17.34379137	0.132159755	0.999999996	1	confidence	0	0
1772-062-248_C09	256	335	36	Fluorescence-based	31.25378676	16.74622249	193.2654913	17.71277081	3.375934548	8.74694E-08	9.43148E-07	confidence	0	0
1772-062-248_C10	276	333	49	Chip.Pattern-based	18.84464852	16.7735745	19.20571431	17.78065871	0.159016155	0.999999989	1	confidence	0	0
1772-062-248_C11	259	365	49	Chip.Pattern-based	18.5913447	17.1662864	19.11205139	18.08754865	0.108952894	0.999999999	1	confidence	X = 419, Y = 359 (Green) | X = 487, Y = 149 (Red)	0
1772-062-248_C12	254	332	20	Fluorescence-based	63.79758	17.23888	182.48447	17.569	3.30468991	4.74E-05	1.19E-04	confidence	0	1
1772-062-248_D01	257	369	260	Fluorescence-based	19.13175	16.7409	44.78394	17.41419	1.31402332	1.02E-44	7.57E-42	confidence	0	1
1772-062-248_D02	256	334	26	Fluorescence-based	36.6189	16.42944	122.32408	17.71301	2.72034067	4.38E-06	1.91E-05	confidence	0	1
1772-062-248_D03	256	365	22	Fluorescence-based	60.36633	16.86614	117.62652	17.91175	2.64907154	2.14E-05	6.47E-05	confidence	0	1
1772-062-248_D04	254	364	26	Fluorescence-based	36.45359	16.73188	231.12607	17.65704	3.6371164	4.40E-06	1.91E-05	confidence	0	1
1772-062-248_D05	258	332	22	Fluorescence-based	131.81331	17.0486	132.18176	18.13018	2.87944064	2.14E-05	6.47E-05	confidence	0	1
1772-062-248_D06	257	364	255	Fluorescence-based	20.92175	17.98759	31.08523	17.92945	0.76127692	2.93E-25	3.54E-23	confidence	0	1
1772-062-248_D07	256	334	49	Chip.Pattern-based	16.91989383	15.58804446	17.13970579	16.75493314	0.111418271	0.999999999	1	confidence	0	0
1772-062-248_D08	254	367	49	Fluorescence-based	22.58467	15.94082	35.95889	16.76335	1.05701774	2.13E-05	6.47E-05	confidence	0	1
1772-062-248_D09	256	333	31	Fluorescence-based	107.94137	17.05913	311.41655	17.52854	4.07564958	6.15E-07	3.99E-06	confidence	0	1
1772-062-248_D10	253	328	14	Fluorescence-based	170.8875	16.92374	290.34107	17.84095	3.95076567	5.42E-04	9.81E-04	confidence	0	1
1772-062-248_D11	259	365	49	Chip.Pattern-based	19.01852419	15.76479634	19.0737604	16.69140865	0.255900663	0.999974427	1	confidence	0	0
1772-062-248_D12	257	330	49	Fluorescence-based	24.92622669	15.62581205	16.3879518	16.66524815	0.640987443	0.102859198	0.151239612	confidence	X = 257, Y = 330 (Green) | X = 448, Y = 106 (Red)	0
1772-062-248_E01	255	366	31	Fluorescence-based	54.74908206	15.97775901	181.2948957	16.78470635	3.357565108	6.1541E-07	3.98845E-06	confidence	0	0
1772-062-248_E02	255	336	106	Fluorescence-based	24.46223	15.76095	60.73849	16.80619	1.79379105	1.97E-19	1.47E-17	confidence	0	1
1772-062-248_E03	255	365	40	Fluorescence-based	19.61272	15.86389	49.71509	16.69403	1.51915217	1.81E-08	2.26E-07	confidence	0	1
1772-062-248_E04	258	365	49	Chip.Pattern-based	17.63844136	16.60688028	18.51829521	17.4170154	0.083787767	0.999999999	1	confidence	0	0
1772-062-248_E05	256	331	44	Fluorescence-based	33.82896268	15.7572154	81.80537479	16.74830836	2.222042891	3.88399E-09	6.14828E-08	confidence	0	0
1772-062-248_E06	255	364	34	Fluorescence-based	30.11503	15.88952	98.40518	16.61948	2.49614995	1.90E-07	1.75E-06	confidence	0	1
1772-062-248_E08	254	365	19	Fluorescence-based	30.13325	16.9267	299.57638	17.75822	4.00213666	7.12E-05	1.69E-04	confidence	0	1
1772-062-248_E09	255	334	79	Fluorescence-based	29.39926	18.98281	48.63192	18.79133	1.32639945	5.67E-15	2.52E-13	confidence	X = 27, Y = 497 (Green) | X = 255, Y = 334 (Red)	1
1772-062-248_E10	256	330	28	Fluorescence-based	33.72492	16.91995	108.86352	18.03824	2.52874034	2.00E-06	1.05E-05	confidence	0	1
1772-062-248_E11	257	362	49	Fluorescence-based	91.11547	17.21133	142.1564	17.87723	2.92287341	5.70E-10	1.04E-08	confidence	0	1
1772-062-248_F01	253	366	74	Fluorescence-based	76.79498	31.01333	26.07288	26.25219	1.28100415	3.85E-14	1.43E-12	confidence	X = 253, Y = 366 (Green) | X = 6, Y = 166 (Red)	1
1772-062-248_F02	254	335	37	Fluorescence-based	23.36572	26.39018	55.83368	21.8789	1.31272826	5.79E-08	6.34E-07	confidence	X = 413, Y = 170 (Green) | X = 254, Y = 335 (Red)	1
1772-062-248_F05	254	329	20	Fluorescence-based	28.36057	17.01593	231.15512	18.07747	3.60514767	4.76E-05	1.19E-04	confidence	0	1
1772-062-248_F06	255	364	58	Fluorescence-based	24.41565	17.0554	72.26781	17.86781	1.9572528	1.77E-11	4.87E-10	confidence	0	1
1772-062-249_C07	177	238	40	Fluorescence-based	28.96304	16.40224	70.74	11.56411	2.51346925	1.84E-08	2.26E-07	confidence	0	1
1772-062-249_C08	173	268	73	Fluorescence-based	27.55429	16.01815	18.17492	11.44972	0.7466332	2.87E-07	2.25E-06	confidence	0	1
1772-062-249_C11	172	265	16	Fluorescence-based	33.0177	15.9808	152.02545	11.53524	3.60970952	2.41E-04	4.72E-04	confidence	0	1
1772-062-249_C12	180	232	49	Chip.Pattern-based	25.13512654	16.36028664	34.65193593	13.32044491	1.315904103	5.54648E-10	1.03802E-08	confidence	0	0
1772-062-249_D01	174	266	22	Fluorescence-based	127.8269778	16.05675068	123.819303	11.38792584	3.332834503	2.13567E-05	6.47047E-05	confidence	0	0
1772-062-249_D02	177	238	57	Fluorescence-based	53.24413985	16.01757533	94.67688998	11.46363482	2.940445626	2.61396E-11	6.70617E-10	confidence	0	0
1772-062-249_D03	159	268	49	Chip.Pattern-based	17.56118732	16.4894851	13.77012874	11.61504249	0.227537335	0.999999643	1	confidence	X = 176, Y = 266 (Green) | X = 24, Y = 10 (Red)	0
1772-062-249_D04	174	264	21	Fluorescence-based	31.81815	16.87307	94.43869	11.82962	2.89509524	3.19E-05	8.73E-05	confidence	0	1
1772-062-249_D05	175	231	21	Fluorescence-based	84.82186	16.26762	97.55954	11.72383	2.95346208	3.19E-05	8.73E-05	confidence	0	1
1772-062-249_D06	176	266	49	Chip.Pattern-based	18.19224504	15.96165061	12.72323874	11.63080405	0.178246911	0.999999996	1	confidence	0	0
1772-062-249_D07	176	234	17	Fluorescence-based	34.15191	15.83885	41.51425	11.60691	1.75373162	1.60E-04	3.29E-04	confidence	0	1
1772-062-249_D08	175	264	12	Fluorescence-based	37.02583	16.24495	37.94374	11.44067	1.64632735	2.44E-04	4.72E-04	confidence	0	1
1772-062-249_D09	177	236	35	Fluorescence-based	24.9332	16.0302	44.75592	11.43214	1.8798834	1.28E-07	1.29E-06	confidence	0	1
1772-062-249_D10	175	231	49	Chip.Pattern-based	18.0227628	15.99288189	11.98689813	11.24091496	0.162796247	0.999999998	1	confidence	0	0
1772-062-249_D11	176	263	26	Fluorescence-based	40.39844	16.28688	13.03959	11.46767	1.25989914	4.26E-06	1.91E-05	confidence	0	1
1772-062-249_D12	177	232	51	Fluorescence-based	40.1742	16.25465	11.99792	11.53723	1.2547556	2.58E-10	5.45E-09	confidence	0	1
1772-062-249_E01	176	263	20	Fluorescence-based	63.99327	16.3748	24.51793	11.62571	1.9032943	4.73E-05	1.19E-04	confidence	0	1
1772-062-249_E02	178	235	26	Fluorescence-based	18.76034	15.93373	24.78168	11.60887	1.03190791	9.69E-06	3.52E-05	confidence	X = 305, Y = 37 (Green) | X = 178, Y = 235 (Red)	1
1772-062-249_E03	176	263	49	Fluorescence-based	22.28082	16.06327	27.75284	11.34963	1.21923698	8.15E-06	3.26E-05	confidence	0	1
1772-062-249_E04	176	262	68	Fluorescence-based	43.58747	16.16985	37.73452	11.39224	1.6441827	3.81E-13	1.19E-11	confidence	0	1
1772-062-249_E05	179	230	49	Chip.Pattern-based	18.01563711	16.13942431	19.52745553	11.67820519	0.695204287	0.001603101	0.002644583	confidence	0	0
1772-062-249_E06	175	265	49	Chip.Pattern-based	21.73741	15.82758	17.59274	11.43253	0.58061942	4.13E-01	5.93E-01	confidence	0	1
1772-062-249_E08	180	267	49	Chip.Pattern-based	18.89047197	15.99569914	15.73830636	11.43411374	0.428849878	0.988993131	1	confidence	0	0
1772-062-249_E09	179	235	24	Fluorescence-based	107.84062	17.37853	83.44231	13.54247	2.56612363	9.67E-06	3.52E-05	confidence	0	1
1772-062-249_E10	178	230	18	Fluorescence-based	51.87385	17.2808	12.01287	11.78078	1.53222523	1.05E-04	2.36E-04	confidence	0	1
1772-062-249_E11	176	259	20	Fluorescence-based	98.22329	16.52117	41.57445	11.9315	2.50157949	4.76E-05	1.19E-04	confidence	0	1
1772-062-249_F01	178	264	25	Fluorescence-based	22.74394	16.66391	39.81424	11.7958	1.67340192	6.26E-06	2.64E-05	confidence	X = 300, Y = 402 (Green) | X = 178, Y = 264 (Red)	1
1772-062-249_F02	218	233	49	Chip.Pattern-based	18.71994659	16.39176593	12.69031333	11.70648059	0	1	1	outlier	0	0
1772-062-249_F03	186	265	49	Chip.Pattern-based	17.39054651	16.32682577	13.20778878	11.99348278	0.128893855	0.999999956	1	confidence	0	0
1772-062-249_F04	182	263	49	Chip.Pattern-based	27.07384418	18.79501622	42.87076307	22.11485008	0.924439795	8.13197E-10	1.44052E-08	confidence	0	0
1772-062-249_F05	178	230	79	Fluorescence-based	59.30026	16.31941	64.74797	11.73045	2.36866347	5.76E-15	2.52E-13	confidence	0	1
1772-062-249_F06	169	262	49	Chip.Pattern-based	16.78512108	16.813605	12.76521696	11.74136811	0.111507153	0.999999976	1	confidence	0	0
1772-062-249_F07	181	233	49	Fluorescence-based	20.42318	15.74723	19.36527	11.41269	0.71429465	1.56E-02	2.37E-02	confidence	X = 346, Y = 257 (Green) | X = 181, Y = 233 (Red)	1
1772-062-249_F08	178	262	31	Fluorescence-based	59.24299	15.66386	69.56807	11.222	2.5295352	6.12E-07	3.99E-06	confidence	0	1
1772-062-249_F09	181	230	49	Fluorescence-based	29.98133	15.40466	46.48204	10.9711	1.98782635	5.56E-10	1.04E-08	confidence	0	1
1772-062-249_F10	180	232	49	Chip.Pattern-based	52.17883	26.53511	113.28785	17.24721	2.64692416	5.72E-10	1.04E-08	confidence	X = 66, Y = 146 (Green) & X = 59, Y = 145 (Green) & X = 73, Y = 140 (Green) & X = 75, Y = 181 (Green) & X = 53, Y = 157 (Green) & X = 27, Y = 157 (Green) & X = 33, Y = 157 (Green) & X = 89, Y = 156 (Green) & X = 39, Y = 163 (Green) & X = 24, Y = 168 (Green) & X = 40, Y = 170 (Green) & X = 71, Y = 163 (Green) & X = 45, Y = 169 (Green) & X = 81, Y = 177 (Green) & X = 88, Y = 181 (Green) & X = 32, Y = 184 (Green) & X = 95, Y = 195 (Green) & X = 65, Y = 195 (Green) & X = 81, Y = 210 (Green)	1
1772-062-249_F11	176	258	16	Fluorescence-based	28.69305	16.04107	74.90001	11.58618	2.59225911	2.40E-04	4.72E-04	confidence	0	1
1772-062-249_F12	179	231	21	Fluorescence-based	110.81253	15.54549	78.3288	11.41215	2.75657188	3.17E-05	8.73E-05	confidence	0	1
1772-062-249_G01	179	263	36	Fluorescence-based	20.46079396	15.89406014	28.34356241	11.05051215	1.283949567	1.2136E-07	1.28988E-06	confidence	X = 179, Y = 323 (Green) | X = 179, Y = 263 (Red)	0
1772-062-249_G02	181	233	49	Chip.Pattern-based	20.30953	15.70006	19.27259	11.1912	0.73369105	5.09E-04	9.47E-04	confidence	0	1
1772-062-249_G03	179	261	20	Fluorescence-based	75.82697	15.92554	118.38272	11.34264	3.27387058	4.75E-05	1.19E-04	confidence	0	1
1772-062-249_G04	178	259	34	Fluorescence-based	23.4123559	16.75950963	39.93620872	12.11832885	1.641793548	1.87995E-07	1.75056E-06	confidence	0	0
1772-062-249_G05	177	226	21	Fluorescence-based	120.92046	15.89535	87.82351	11.27838	2.8548208	3.19E-05	8.73E-05	confidence	0	1
1772-062-249_G06	177	256	49	Fluorescence-based	17.3709	16.19969	34.03743	11.37288	1.50171604	8.32E-06	3.31E-05	confidence	X = 478, Y = 120 (Green) & X = 501, Y = 129 (Green) & X = 459, Y = 138 (Green) & X = 445, Y = 143 (Green)	1
1772-062-249_G07	182	231	28	Fluorescence-based	57.52744	16.59576	41.31575	12.00634	1.73388493	1.99E-06	1.05E-05	confidence	0	1
1772-062-249_G08	180	262	47	Fluorescence-based	30.22368	16.85274	76.0886	11.74019	2.5971305	1.22E-09	2.11E-08	confidence	0	1
1772-062-249_G09	181	232	18	Fluorescence-based	24.49143	16.52522	31.15051	11.86159	1.32177255	1.05E-04	2.36E-04	confidence	0	1
1772-062-249_G10	161	227	49	Chip.Pattern-based	17.42636291	16.61075042	12.59961587	11.9268739	0.073192471	0.999999986	1	confidence	0	0
1772-062-249_G11	176	254	49	Fluorescence-based	18.75093249	16.69897854	19.00771474	12.01137761	0.620782674	0.172867417	0.251197965	confidence	X = 138, Y = 302 (Green) | X = 176, Y = 254 (Red)	0
1772-062-249_G12	180	226	49	Fluorescence-based	21.10195	16.92854	36.89749	12.07272	1.5355428	3.16E-04	6.09E-04	confidence	0	1
1772-062-249_H01	181	262	39	Fluorescence-based	21.23483	16.49122	33.70675	11.86582	1.43167326	2.65E-08	3.18E-07	confidence	0	1
1772-062-249_H02	222	230	49	Chip.Pattern-based	18.13326681	16.57950986	13.36620678	11.83742116	0	1	1	outlier	0	0
1772-062-249_H03	178	261	62	Fluorescence-based	20.42662438	16.26686476	34.12391985	11.91056436	1.443901793	3.80599E-12	1.13266E-10	confidence	0	0
1772-062-249_H04	179	259	56	Fluorescence-based	38.61582	16.41727	46.89482	11.77888	1.90610838	3.75E-11	8.67E-10	confidence	0	1
1772-062-249_H05	180	228	35	Fluorescence-based	45.24172	16.23667	86.52738	11.86794	2.76595347	1.29E-07	1.29E-06	confidence	0	1
1772-062-249_H06	179	259	35	Fluorescence-based	21.98859	16.38398	37.86601	11.56552	1.62903861	1.29E-07	1.29E-06	confidence	0	1
1772-062-249_H07	180	230	27	Fluorescence-based	99.17462	16.34937	123.74247	11.5848	3.30919825	2.94E-06	1.40E-05	confidence	0	1
1772-062-249_H08	182	254	49	Fluorescence-based	17.38071298	16.25023495	21.27916312	11.48603211	0.83537996	0.001272466	0.002108497	confidence	X = 20, Y = 217 (Green) | X = 182, Y = 254 (Red)	0
